EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Rm1331,43.0,36-45,No,Travel_Rarely,823.0,Research & Development,0.0,3.0,Medical,1866.0,1.0,Female,81.0,2.0,5.0,Manager,3.0,Married,19392.0,Unknown,22539.0,7.0,Y,No,13.0,3.0,4.0,80.0,0.0,21.0,2.0,3.0,16.0,12.0,6.0,14.0
Rm593,47.0,46-55,No,Travel_Rarely,202.0,Research & Development,2.0,2.0,Other,820.0,3.0,Female,33.0,3.0,4.0,Manager,4.0,Unknown,16752.0,15K+,12982.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,0.0,3.0,2.0,26.0,0.0,3.0,0.0
Rm1066,35.0,46-55,No,Travel_Rarely,1229.0,Research & Development,4.0,4.0,Life Sciences,1501.0,4.0,Male,30.0,3.0,2.0,Healthcare Representative,3.0,Married,4035.0,Upto 5K,16143.0,0.0,Y,Yes,16.0,3.0,2.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0
Rm642,32.0,26-35,No,Travel_Frequently,0.0,Sales,5.0,2.0,Unknown,889.0,2.0,Male,48.0,3.0,2.0,Sales Executive,2.0,Married,6524.0,5K-10K,8891.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,10.0,0.0,3.0,10.0,8.0,5.0,3.0
Rm1226,45.0,36-45,Unknown,Travel_Rarely,1005.0,Research & Development,28.0,2.0,Technical Degree,1719.0,4.0,Female,48.0,2.0,4.0,Research Director,2.0,Single,16704.0,15K+,17119.0,1.0,Y,No,11.0,3.0,3.0,80.0,0.0,21.0,2.0,3.0,21.0,6.0,8.0,6.0
Rm131,43.0,36-45,No,Travel_Frequently,957.0,Research & Development,28.0,3.0,Medical,171.0,2.0,Female,72.0,4.0,1.0,Research Scientist,3.0,Single,4739.0,Upto 5K,16090.0,4.0,Y,No,12.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,3.0,2.0,1.0,2.0
Rm365,37.0,36-45,No,Travel_Rarely,921.0,Research & Development,10.0,3.0,Medical,486.0,3.0,Female,98.0,3.0,1.0,Laboratory Technician,1.0,Married,3452.0,Upto 5K,17663.0,6.0,Y,No,20.0,4.0,2.0,80.0,1.0,17.0,3.0,3.0,5.0,4.0,0.0,3.0
Rm036,43.0,36-45,No,Travel_Rarely,1273.0,Research & Development,2.0,3.0,Medical,46.0,4.0,Female,72.0,4.0,1.0,Research Scientist,3.0,Divorced,2645.0,Upto 5K,21923.0,1.0,Y,No,12.0,3.0,4.0,80.0,2.0,6.0,3.0,2.0,5.0,3.0,1.0,4.0
Rm1165,40.0,36-45,No,Travel_Rarely,448.0,Research & Development,16.0,3.0,Life Sciences,1641.0,3.0,Female,84.0,3.0,3.0,Manufacturing Director,4.0,Single,7945.0,5K-10K,19948.0,6.0,Y,Yes,15.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,4.0,2.0,3.0,3.0
Rm1359,31.0,26-35,Unknown,Travel_Rarely,1079.0,Sales,10.0,2.0,Medical,1912.0,3.0,Female,86.0,3.0,2.0,Sales Executive,4.0,Divorced,6583.0,5K-10K,20115.0,2.0,Y,Yes,11.0,3.0,4.0,80.0,1.0,8.0,2.0,3.0,5.0,0.0,1.0,4.0
Rm484,35.0,26-35,No,Travel_Rarely,538.0,Unknown,25.0,2.0,Other,652.0,1.0,Male,54.0,2.0,2.0,Laboratory Technician,4.0,Single,3681.0,Upto 5K,14004.0,4.0,Y,No,0.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,3.0,0.0,0.0,2.0
Rm1312,18.0,18-25,No,Non-Travel,1431.0,Research & Development,14.0,3.0,Medical,1839.0,2.0,Unknown,33.0,3.0,1.0,Research Scientist,3.0,Single,1514.0,Upto 5K,8018.0,1.0,Y,No,16.0,3.0,3.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rm222,33.0,26-35,No,Travel_Rarely,147.0,Research & Development,4.0,4.0,Medical,305.0,3.0,Female,47.0,2.0,1.0,Research Scientist,2.0,Married,2622.0,Upto 5K,13248.0,6.0,Y,No,21.0,4.0,4.0,80.0,0.0,7.0,3.0,3.0,3.0,2.0,1.0,1.0
Rm295,35.0,36-45,No,Travel_Frequently,889.0,Research & Development,9.0,3.0,Medical,403.0,2.0,Male,53.0,3.0,1.0,Research Scientist,4.0,Married,2326.0,Upto 5K,11411.0,1.0,Y,Yes,12.0,3.0,3.0,0.0,0.0,4.0,3.0,2.0,4.0,2.0,0.0,2.0
Rm1192,35.0,Unknown,No,Unknown,1112.0,Sales,5.0,4.0,Life Sciences,1673.0,1.0,Unknown,67.0,3.0,2.0,Sales Executive,4.0,Married,5476.0,5K-10K,22589.0,1.0,Unknown,No,11.0,3.0,3.0,0.0,2.0,10.0,2.0,3.0,10.0,0.0,0.0,2.0
Rm487,37.0,36-45,No,Travel_Rarely,558.0,Sales,2.0,3.0,Marketing,656.0,4.0,Male,75.0,3.0,0.0,Sales Executive,3.0,Married,9602.0,5K-10K,3010.0,4.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,17.0,3.0,2.0,3.0,0.0,1.0,0.0
Rm874,36.0,36-45,No,Travel_Rarely,917.0,Research & Development,6.0,4.0,Unknown,1221.0,3.0,Male,60.0,1.0,1.0,Laboratory Technician,3.0,Divorced,2741.0,Upto 5K,6865.0,1.0,Y,No,14.0,3.0,3.0,80.0,1.0,7.0,4.0,3.0,7.0,7.0,1.0,7.0
Rm017,32.0,26-35,No,Travel_Rarely,334.0,Research & Development,5.0,2.0,Life Sciences,21.0,1.0,Male,0.0,4.0,1.0,Research Scientist,2.0,Divorced,3298.0,Upto 5K,15053.0,0.0,Y,Yes,12.0,3.0,4.0,80.0,2.0,7.0,5.0,2.0,6.0,2.0,0.0,5.0
Rm897,31.0,26-35,No,Travel_Rarely,1062.0,Research & Development,0.0,3.0,Medical,1252.0,3.0,Female,96.0,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,5K-10K,17198.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,10.0,9.0,1.0,8.0
Rm1186,43.0,36-45,No,Travel_Rarely,1291.0,Research & Development,15.0,2.0,Life Sciences,1666.0,3.0,Male,65.0,2.0,4.0,Research Director,3.0,Married,17603.0,15K+,3525.0,1.0,Unknown,No,24.0,4.0,1.0,80.0,1.0,14.0,3.0,3.0,14.0,10.0,6.0,11.0
Rm423,19.0,18-25,Yes,Travel_Rarely,489.0,Human Resources,2.0,2.0,Technical Degree,566.0,1.0,Male,52.0,2.0,1.0,Human Resources,4.0,Single,2564.0,Upto 5K,18437.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0
Rm624,30.0,26-35,No,Travel_Frequently,1012.0,Research & Development,5.0,4.0,Life Sciences,861.0,2.0,Male,75.0,2.0,1.0,Research Scientist,4.0,Divorced,0.0,Upto 5K,2373.0,9.0,Y,No,12.0,3.0,2.0,80.0,1.0,10.0,0.0,2.0,5.0,4.0,0.0,3.0
Rm1090,37.0,36-45,No,Travel_Rarely,674.0,Research & Development,13.0,3.0,Medical,1543.0,1.0,Male,47.0,3.0,2.0,Research Scientist,4.0,Married,4285.0,Upto 5K,3031.0,1.0,Y,No,17.0,3.0,1.0,80.0,0.0,10.0,2.0,3.0,10.0,0.0,3.0,7.0
Rm216,41.0,36-45,No,Travel_Rarely,896.0,Sales,6.0,3.0,Life Sciences,298.0,4.0,Female,75.0,3.0,3.0,Manager,4.0,Single,13591.0,10K-15K,14674.0,3.0,Y,Yes,18.0,3.0,3.0,80.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0
Rm440,31.0,26-35,Yes,Travel_Frequently,534.0,Research & Development,20.0,3.0,Life Sciences,587.0,1.0,Male,66.0,3.0,3.0,Healthcare Representative,3.0,Married,9824.0,5K-10K,22908.0,3.0,Y,No,12.0,3.0,1.0,80.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0
Rm1150,27.0,26-35,Unknown,Travel_Rarely,1302.0,Research & Development,19.0,3.0,Other,1619.0,4.0,Male,67.0,2.0,1.0,Laboratory Technician,1.0,Divorced,4066.0,Upto 5K,16290.0,1.0,Y,No,11.0,3.0,1.0,80.0,2.0,7.0,3.0,3.0,7.0,7.0,0.0,7.0
Rm429,47.0,46-55,No,Unknown,983.0,Research & Development,2.0,2.0,Unknown,574.0,3.0,Female,65.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5070.0,5K-10K,0.0,5.0,Y,No,13.0,3.0,3.0,80.0,3.0,20.0,2.0,3.0,5.0,0.0,0.0,4.0
Rm490,43.0,36-45,No,Unknown,782.0,Research & Development,6.0,4.0,Other,661.0,2.0,Male,50.0,2.0,4.0,Research Director,4.0,Divorced,16627.0,15K+,2671.0,4.0,Y,Yes,14.0,3.0,3.0,0.0,0.0,21.0,3.0,2.0,1.0,0.0,0.0,0.0
Rm759,59.0,55+,Unknown,Travel_Rarely,1089.0,Sales,1.0,2.0,Technical Degree,1048.0,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,10K-15K,11038.0,3.0,Y,Unknown,14.0,3.0,3.0,80.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0
Rm917,46.0,46-55,No,Travel_Rarely,168.0,Sales,0.0,2.0,Marketing,1280.0,4.0,Female,33.0,2.0,5.0,Manager,2.0,Married,18789.0,15K+,9946.0,2.0,Y,No,14.0,3.0,3.0,80.0,1.0,26.0,2.0,3.0,11.0,4.0,0.0,8.0
Rm1163,35.0,26-35,Yes,Travel_Rarely,737.0,Sales,10.0,3.0,Medical,1639.0,4.0,Male,0.0,2.0,0.0,Sales Executive,1.0,Married,10306.0,10K-15K,0.0,9.0,Y,Unknown,17.0,3.0,3.0,80.0,0.0,15.0,3.0,3.0,13.0,12.0,6.0,0.0
Rm768,37.0,36-45,No,Travel_Rarely,0.0,Research & Development,0.0,3.0,Other,1062.0,4.0,Female,35.0,3.0,2.0,Healthcare Representative,2.0,Single,0.0,Upto 5K,13848.0,3.0,Y,No,15.0,0.0,1.0,80.0,0.0,8.0,3.0,2.0,0.0,3.0,0.0,1.0
Rm783,30.0,26-35,No,Travel_Rarely,1176.0,Research & Development,20.0,3.0,Other,1084.0,3.0,Male,85.0,3.0,2.0,Manufacturing Director,1.0,Married,9957.0,5K-10K,9096.0,0.0,Y,No,15.0,3.0,3.0,80.0,1.0,7.0,1.0,2.0,6.0,2.0,0.0,2.0
Rm1418,31.0,26-35,No,Travel_Rarely,1154.0,Sales,2.0,2.0,Life Sciences,1996.0,1.0,Male,54.0,3.0,1.0,Sales Representative,3.0,Married,3067.0,Upto 5K,0.0,0.0,Y,No,19.0,3.0,3.0,80.0,1.0,3.0,0.0,3.0,2.0,2.0,1.0,2.0
Rm1028,34.0,26-35,No,Travel_Rarely,401.0,Research & Development,1.0,3.0,Life Sciences,1447.0,4.0,Female,86.0,2.0,1.0,Laboratory Technician,2.0,Married,3294.0,Upto 5K,3708.0,5.0,Y,No,17.0,3.0,1.0,80.0,1.0,7.0,2.0,2.0,5.0,4.0,0.0,2.0
Rm1270,43.0,36-45,No,Travel_Rarely,244.0,Human Resources,2.0,3.0,Unknown,1778.0,2.0,Male,97.0,3.0,1.0,Human Resources,4.0,Single,3539.0,Upto 5K,5033.0,0.0,Y,No,13.0,3.0,2.0,80.0,0.0,10.0,5.0,3.0,9.0,7.0,1.0,8.0
Rm043,26.0,26-35,Unknown,Travel_Rarely,1357.0,Research & Development,25.0,3.0,Life Sciences,55.0,1.0,Male,0.0,1.0,0.0,Laboratory Technician,3.0,Unknown,2293.0,Upto 5K,10558.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Rm1415,47.0,46-55,No,Travel_Rarely,1180.0,Research & Development,25.0,3.0,Medical,1993.0,1.0,Male,84.0,3.0,3.0,Healthcare Representative,3.0,Single,8633.0,5K-10K,13084.0,2.0,Y,No,23.0,4.0,2.0,80.0,0.0,25.0,3.0,3.0,17.0,14.0,12.0,11.0
Rm1101,35.0,26-35,No,Travel_Rarely,1402.0,Sales,28.0,4.0,Life Sciences,1554.0,2.0,Female,98.0,2.0,1.0,Sales Representative,3.0,Married,2430.0,Upto 5K,26204.0,0.0,Y,No,23.0,0.0,1.0,80.0,2.0,6.0,5.0,3.0,5.0,3.0,4.0,2.0
Rm447,41.0,36-45,No,Non-Travel,267.0,Sales,10.0,2.0,Life Sciences,599.0,4.0,Male,56.0,3.0,2.0,Sales Executive,4.0,Single,6230.0,5K-10K,13430.0,7.0,Y,No,14.0,3.0,4.0,80.0,0.0,16.0,3.0,3.0,14.0,3.0,1.0,10.0
Rm1231,24.0,18-25,No,Travel_Rarely,506.0,Research & Development,29.0,1.0,Medical,1725.0,2.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,Divorced,3907.0,Upto 5K,3622.0,1.0,Y,No,13.0,3.0,2.0,80.0,3.0,6.0,0.0,4.0,6.0,2.0,1.0,2.0
Rm1043,44.0,36-45,No,Non-Travel,981.0,Research & Development,5.0,3.0,Life Sciences,1471.0,3.0,Male,90.0,2.0,1.0,Laboratory Technician,3.0,Single,3162.0,Upto 5K,7973.0,3.0,Y,No,14.0,3.0,4.0,80.0,0.0,7.0,0.0,3.0,5.0,2.0,0.0,3.0
Rm638,32.0,26-35,No,Non-Travel,300.0,Research & Development,0.0,3.0,Life Sciences,882.0,4.0,Male,61.0,3.0,1.0,Unknown,4.0,Divorced,2314.0,Upto 5K,9148.0,0.0,Y,No,12.0,3.0,2.0,80.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,2.0
Rm1327,32.0,26-35,Yes,Travel_Rarely,414.0,Unknown,0.0,4.0,Marketing,1862.0,3.0,Male,82.0,2.0,2.0,Sales Executive,2.0,Single,9907.0,5K-10K,26186.0,7.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0
Rm1451,35.0,26-35,No,Travel_Rarely,1146.0,Human Resources,26.0,4.0,Life Sciences,2040.0,3.0,Female,31.0,3.0,3.0,Human Resources,4.0,Single,8837.0,5K-10K,16642.0,1.0,Y,Yes,16.0,3.0,3.0,80.0,0.0,9.0,2.0,3.0,9.0,0.0,1.0,7.0
Rm1029,41.0,36-45,No,Travel_Rarely,1283.0,Research & Development,5.0,3.0,Medical,1448.0,2.0,Male,90.0,4.0,1.0,Research Scientist,3.0,Married,2127.0,Upto 5K,5561.0,0.0,Y,Yes,12.0,3.0,1.0,80.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,3.0
Rm585,42.0,36-45,No,Travel_Frequently,570.0,Research & Development,8.0,3.0,Life Sciences,809.0,2.0,Male,66.0,3.0,5.0,Manager,4.0,Divorced,18430.0,15K+,16225.0,1.0,Y,No,13.0,3.0,2.0,80.0,1.0,24.0,4.0,2.0,24.0,7.0,14.0,9.0
Rm714,45.0,36-45,No,Travel_Rarely,974.0,Research & Development,1.0,4.0,Medical,996.0,4.0,Female,91.0,3.0,1.0,Laboratory Technician,4.0,Divorced,2270.0,Upto 5K,11005.0,3.0,Y,No,14.0,3.0,4.0,80.0,2.0,8.0,2.0,3.0,5.0,3.0,0.0,2.0
Rm1064,29.0,26-35,Unknown,Travel_Rarely,1246.0,Sales,19.0,3.0,Life Sciences,1497.0,3.0,Male,77.0,2.0,2.0,Sales Executive,3.0,Divorced,8620.0,Unknown,23757.0,1.0,Y,No,14.0,3.0,3.0,80.0,2.0,10.0,3.0,3.0,10.0,7.0,0.0,4.0
Rm789,28.0,26-35,No,Travel_Rarely,857.0,Research & Development,10.0,3.0,Other,1097.0,3.0,Female,59.0,3.0,2.0,Research Scientist,3.0,Unknown,3660.0,Upto 5K,7909.0,3.0,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0
Rm314,33.0,26-35,No,Travel_Frequently,553.0,Research & Development,5.0,4.0,Life Sciences,428.0,4.0,Female,74.0,3.0,3.0,Manager,2.0,Married,11878.0,10K-15K,0.0,6.0,Y,No,11.0,3.0,2.0,80.0,2.0,12.0,2.0,3.0,10.0,6.0,8.0,8.0
Rm1272,21.0,18-25,Yes,Unknown,337.0,Sales,0.0,1.0,Marketing,1780.0,2.0,Male,31.0,3.0,1.0,Sales Representative,2.0,Single,2679.0,Upto 5K,4567.0,1.0,Y,No,13.0,3.0,2.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0
Rm406,25.0,18-25,Yes,Travel_Rarely,688.0,Research & Development,3.0,3.0,Medical,538.0,1.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,Married,4031.0,Upto 5K,9396.0,5.0,Y,No,0.0,3.0,3.0,80.0,1.0,6.0,5.0,3.0,2.0,2.0,0.0,0.0
Rm245,45.0,36-45,No,Travel_Rarely,252.0,Research & Development,1.0,3.0,Other,336.0,3.0,Male,70.0,4.0,5.0,Manager,4.0,Married,19202.0,15K+,15970.0,0.0,Y,No,11.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,24.0,0.0,1.0,7.0
Rm278,38.0,36-45,No,Travel_Rarely,322.0,Sales,7.0,2.0,Medical,382.0,1.0,Female,44.0,4.0,2.0,Unknown,1.0,Unknown,5605.0,5K-10K,19191.0,1.0,Y,Yes,24.0,4.0,3.0,80.0,1.0,8.0,3.0,3.0,8.0,0.0,7.0,7.0
Rm137,51.0,46-55,Yes,Travel_Frequently,1150.0,Research & Development,8.0,4.0,Life Sciences,179.0,1.0,Male,53.0,1.0,3.0,Unknown,4.0,Single,10650.0,10K-15K,25150.0,2.0,Y,No,15.0,0.0,4.0,80.0,0.0,18.0,2.0,3.0,4.0,2.0,0.0,3.0
Rm020,38.0,36-45,No,Travel_Rarely,0.0,Research & Development,2.0,3.0,Life Sciences,24.0,4.0,Male,45.0,3.0,1.0,Research Scientist,4.0,Single,0.0,Upto 5K,4306.0,5.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0
Rm307,32.0,26-35,No,Unknown,906.0,Sales,7.0,3.0,Life Sciences,420.0,4.0,Unknown,91.0,2.0,2.0,Sales Executive,3.0,Married,5484.0,5K-10K,16985.0,1.0,Y,No,14.0,0.0,3.0,80.0,1.0,13.0,3.0,2.0,13.0,0.0,4.0,8.0
Rm880,60.0,55+,No,Travel_Rarely,696.0,Sales,7.0,4.0,Marketing,1233.0,2.0,Male,52.0,4.0,2.0,Sales Executive,4.0,Divorced,5220.0,5K-10K,10893.0,0.0,Unknown,Yes,18.0,3.0,3.0,80.0,1.0,12.0,3.0,3.0,11.0,7.0,1.0,9.0
Rm973,35.0,18-25,No,Non-Travel,1124.0,Research & Development,1.0,3.0,Life Sciences,1368.0,4.0,Unknown,97.0,3.0,1.0,Laboratory Technician,4.0,Single,1611.0,Upto 5K,19305.0,1.0,Y,No,15.0,3.0,3.0,80.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
Rm1109,35.0,26-35,No,Travel_Rarely,992.0,Research & Development,1.0,3.0,Medical,1564.0,4.0,Male,68.0,2.0,1.0,Laboratory Technician,1.0,Single,2450.0,Upto 5K,21731.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0
Rm653,37.0,36-45,No,Non-Travel,1252.0,Sales,19.0,2.0,Medical,904.0,3.0,Male,32.0,3.0,0.0,Sales Executive,2.0,Single,7642.0,5K-10K,4814.0,1.0,Y,Yes,13.0,0.0,4.0,0.0,0.0,10.0,2.0,3.0,10.0,0.0,0.0,9.0
Rm656,33.0,26-35,No,Travel_Rarely,0.0,Human Resources,3.0,2.0,Human Resources,910.0,3.0,Male,57.0,3.0,1.0,Human Resources,2.0,Divorced,2277.0,Upto 5K,22650.0,3.0,Y,Yes,0.0,3.0,3.0,80.0,1.0,7.0,4.0,4.0,4.0,3.0,0.0,3.0
Rm1018,27.0,26-35,No,Travel_Rarely,1377.0,Research & Development,11.0,1.0,Life Sciences,1434.0,2.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,Married,2099.0,Upto 5K,7679.0,0.0,Y,No,14.0,3.0,2.0,80.0,0.0,6.0,3.0,4.0,5.0,0.0,1.0,4.0
Rm1089,42.0,36-45,No,Travel_Rarely,1210.0,Research & Development,2.0,3.0,Medical,1542.0,3.0,Male,68.0,2.0,1.0,Laboratory Technician,2.0,Married,4841.0,Upto 5K,24052.0,0.0,Y,No,14.0,3.0,2.0,80.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0
Rm274,37.0,36-45,No,Travel_Rarely,228.0,Sales,6.0,4.0,Medical,1542.0,3.0,Male,98.0,3.0,2.0,Sales Executive,4.0,Married,6502.0,5K-10K,22825.0,4.0,Y,No,14.0,3.0,2.0,80.0,1.0,7.0,5.0,4.0,5.0,4.0,0.0,1.0
Rm465,37.0,36-45,No,Travel_Rarely,799.0,Research & Development,1.0,3.0,Technical Degree,623.0,2.0,Female,59.0,3.0,3.0,Manufacturing Director,4.0,Single,7491.0,5K-10K,23848.0,0.0,Y,No,17.0,3.0,4.0,80.0,0.0,12.0,3.0,4.0,6.0,5.0,1.0,2.0
Rm1203,38.0,36-45,No,Travel_Rarely,1495.0,Research & Development,4.0,2.0,Medical,1687.0,4.0,Female,87.0,3.0,1.0,Laboratory Technician,3.0,Married,3306.0,Upto 5K,26176.0,7.0,Y,No,19.0,3.0,4.0,80.0,1.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0
Rm1238,32.0,26-35,Yes,Travel_Rarely,964.0,Sales,1.0,3.0,Life Sciences,1734.0,1.0,Male,34.0,1.0,2.0,Sales Executive,2.0,Single,6735.0,5K-10K,12147.0,6.0,Y,No,15.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0
Rm1459,35.0,26-35,No,Travel_Rarely,0.0,Research & Development,1.0,4.0,Life Sciences,2052.0,3.0,Female,62.0,1.0,1.0,Research Scientist,4.0,Married,2977.0,Upto 5K,8952.0,1.0,Y,No,12.0,0.0,4.0,80.0,1.0,4.0,5.0,3.0,0.0,3.0,1.0,1.0
Rm1321,42.0,36-45,No,Non-Travel,355.0,Research & Development,10.0,4.0,Technical Degree,1854.0,3.0,Male,38.0,3.0,1.0,Research Scientist,3.0,Married,2936.0,Upto 5K,6161.0,3.0,Y,No,22.0,4.0,2.0,80.0,2.0,10.0,1.0,2.0,6.0,3.0,3.0,3.0
Rm1403,31.0,26-35,No,Travel_Rarely,1276.0,Research & Development,2.0,1.0,Medical,1974.0,4.0,Female,59.0,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,Upto 5K,17536.0,1.0,Y,Yes,11.0,0.0,3.0,80.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0
Rm448,35.0,26-35,No,Travel_Rarely,619.0,Sales,1.0,3.0,Marketing,600.0,2.0,Male,85.0,3.0,2.0,Sales Executive,3.0,Married,4717.0,Upto 5K,18659.0,9.0,Y,No,11.0,3.0,3.0,80.0,0.0,0.0,2.0,3.0,11.0,9.0,6.0,9.0
Rm761,53.0,46-55,No,Travel_Frequently,124.0,Sales,2.0,3.0,Marketing,1050.0,3.0,Female,0.0,2.0,3.0,Sales Executive,2.0,Married,7525.0,5K-10K,23537.0,2.0,Y,No,12.0,3.0,1.0,80.0,1.0,30.0,2.0,3.0,15.0,7.0,6.0,12.0
Rm092,51.0,46-55,No,Travel_Rarely,632.0,Sales,21.0,4.0,Marketing,120.0,3.0,Male,0.0,3.0,2.0,Sales Executive,4.0,Single,5441.0,5K-10K,8423.0,0.0,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0
Rm696,35.0,36-45,Yes,Travel_Rarely,625.0,Sales,1.0,4.0,Life Sciences,970.0,1.0,Male,46.0,2.0,3.0,Sales Executive,3.0,Married,10609.0,10K-15K,14922.0,5.0,Y,No,11.0,3.0,3.0,80.0,0.0,17.0,2.0,1.0,14.0,1.0,11.0,7.0
Rm1448,36.0,36-45,Unknown,Non-Travel,301.0,Sales,15.0,4.0,Marketing,2036.0,4.0,Male,88.0,3.0,2.0,Sales Executive,4.0,Divorced,5406.0,5K-10K,10436.0,1.0,Y,No,24.0,4.0,1.0,80.0,1.0,15.0,4.0,2.0,15.0,12.0,11.0,11.0
Rm1380,27.0,26-35,Yes,Travel_Frequently,1337.0,Human Resources,22.0,3.0,Human Resources,1944.0,1.0,Female,58.0,2.0,1.0,Human Resources,2.0,Married,2863.0,Upto 5K,19555.0,1.0,Y,No,0.0,3.0,1.0,80.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
Rm363,21.0,18-25,No,Non-Travel,895.0,Sales,9.0,2.0,Medical,484.0,1.0,Male,0.0,3.0,1.0,Sales Representative,4.0,Single,2610.0,Upto 5K,2851.0,1.0,Y,No,24.0,4.0,3.0,80.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0
Rm1225,26.0,26-35,No,Travel_Rarely,390.0,Research & Development,17.0,4.0,Medical,484.0,4.0,Male,62.0,1.0,1.0,Laboratory Technician,3.0,Married,2305.0,Upto 5K,6217.0,1.0,Y,No,15.0,3.0,3.0,80.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,2.0
Rm797,35.0,18-25,Yes,Unknown,1219.0,Research & Development,4.0,1.0,Technical Degree,1106.0,4.0,Male,0.0,3.0,1.0,Laboratory Technician,4.0,Married,3691.0,Upto 5K,4605.0,1.0,Y,Yes,15.0,3.0,3.0,80.0,1.0,7.0,3.0,4.0,7.0,7.0,5.0,6.0
Rm443,35.0,36-45,No,Non-Travel,635.0,Sales,0.0,3.0,Medical,592.0,2.0,Male,0.0,3.0,3.0,Sales Executive,4.0,Single,9980.0,Unknown,15318.0,1.0,Y,No,14.0,3.0,4.0,0.0,0.0,10.0,3.0,2.0,10.0,0.0,9.0,7.0
Rm262,38.0,36-45,No,Non-Travel,0.0,Sales,2.0,2.0,Life Sciences,361.0,4.0,Male,39.0,2.0,2.0,Sales Executive,4.0,Married,5249.0,5K-10K,19682.0,3.0,Y,No,18.0,3.0,4.0,80.0,1.0,13.0,0.0,3.0,8.0,7.0,7.0,5.0
Rm227,35.0,36-45,No,Unknown,319.0,Sales,4.0,4.0,Marketing,311.0,1.0,Male,41.0,3.0,1.0,Unknown,4.0,Unknown,2793.0,Upto 5K,2539.0,4.0,Y,Unknown,17.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,9.0,8.0,5.0,8.0
Rm907,34.0,26-35,No,Travel_Rarely,1320.0,Research & Development,20.0,3.0,Technical Degree,1265.0,3.0,Female,89.0,4.0,1.0,Research Scientist,3.0,Married,2585.0,Upto 5K,21643.0,0.0,Y,No,17.0,3.0,4.0,80.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0
