EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1441,36.0,36-45,No,Travel_Frequently,688.0,Research & Development,4.0,2.0,Life Sciences,1.0,2025.0,4.0,Female,97.0,3.0,2.0,Manufacturing Director,2.0,Divorced,5131.0,5k-10k,9192.0,7.0,Y,No,13.0,3.0,2.0,80.0,,18.0,3.0,3.0,4.0,2.0,0.0,2.0
rm1323,46.0,46-55,No,Travel_Rarely,706.0,research & development,2.0,2.0,Life Sciences,1.0,1857.0,4.0,Male,82.0,,3.0,Manufacturing Director,4.0,Divorced,8578.0,5k-10k,19989.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,12.0,4.0,2.0,9.0,8.0,4.0,7.0
RM730,35.0,26-35,No,Travel_Rarely,583.0,Research & Development,unknown,4.0,,1.0,1014.0,3.0,Female,57.0,3.0,3.0,Healthcare Representative,3.0,Divorced,10388.0,10k-15k,6975.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,16.0,3.0,2.0,16.0,10.0,10.0,1.0
RM300,51.0,,No,Travel_Rarely,1302.0,Research & Development,2.0,3.0,Medical,,408.0,4.0,Male,84.0,1.0,2.0,manufacturing director,2.0,Divorced,5482.0,5k-10k,16321.0,5.0,Y,No,18.0,3.0,4.0,80.0,1.0,13.0,3.0,3.0,4.0,1.0,1.0,2.0
RM807,52.0,46-55,No,,994.0,Research & Development,7.0,4.0,Life Sciences,1.0,1118.0,2.0,Male,87.0,3.0,3.0,Healthcare Representative,2.0,Single,10445.0,10k-15k,15322.0,7.0,Y,No,19.0,3.0,4.0,80.0,0.0,18.0,4.0,,8.0,6.0,4.0,0.0
RM186,33.0,26-35,No,Travel_Rarely,931.0,research & development,14.0,3.0,Medical,1.0,252.0,4.0,Female,72.0,3.0,1.0,Research Scientist,,Married,2756.0,Upto 5k,4673.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,8.0,5.0,3.0,8.0,7.0,1.0,6.0
  RM1402 ,55.0,46-55,No,  Travel_Rarely ,189.0,Human Resources,26.0,4.0,Human Resources,1.0,1973.0,3.0,male,71.0,4.0,5.0,Manager,2.0,Married,,  nan ,25811.0,4.0,Y,Yes,18.0,3.0,1.0,80.0,1.0,35.0,,3.0,10.0,9.0,1.0,4.0
RM1331,43.0,  36-45 ,No,  Travel_Rarely ,823.0,Research & Development,,3.0,Medical,1.0,1866.0,1.0,  Female ,81.0,2.0,5.0,Manager,3.0,Married,19392.0,  nan ,22539.0,7.0,  Y ,No,13.0,3.0,4.0,80.0,0.0,21.0,2.0,3.0,16.0,12.0,6.0,14.0
RM593,47.0,46-55,No,Travel_Rarely,202.0,Research & Development,2.0,2.0,Other,1.0,820.0,3.0,Female,33.0,3.0,4.0,Manager,4.0,,16752.0,15k+,12982.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,,3.0,2.0,26.0,,3.0,0.0
RM1066,unknown,46-55,  no ,Travel_Rarely,1229.0,Research & Development,4.0,4.0,Life Sciences,1.0,1501.0,4.0,Male,30.0,3.0,2.0,  Healthcare Representative ,3.0,Married,4035.0,upto 5k,16143.0,0.0,Y,Yes,16.0,3.0,2.0,80.0,0.0,4.0,2.0,,3.0,2.0,1.0,2.0
RM642,32.0,26-35,No,Travel_Frequently,unknown,Sales,5.0,2.0,,1.0,889.0,2.0,Male,48.0,,2.0,Sales Executive,2.0,Married,6524.0,5k-10k,8891.0,1.0,y,No,14.0,3.0,4.0,80.0,,10.0,,3.0,10.0,8.0,5.0,3.0
RM1226,45.0,36-45,,Travel_Rarely,1005.0,research & development,28.0,2.0,Technical Degree,,1719.0,4.0,Female,48.0,2.0,4.0,Research Director,2.0,Single,16704.0,  15k+ ,17119.0,1.0,Y,No,11.0,3.0,3.0,80.0,0.0,21.0,2.0,3.0,21.0,6.0,8.0,6.0
RM131,43.0,36-45,  No ,Travel_Frequently,957.0,Research & Development,28.0,3.0,Medical,1.0,171.0,2.0,Female,72.0,4.0,1.0,Research Scientist,3.0,Single,4739.0,Upto 5k,16090.0,4.0,Y,No,12.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,3.0,2.0,1.0,2.0
RM597,35.0,26-35,No,Travel_Rarely,1258.0,Research & Development,1.0,4.0,Life Sciences,1.0,826.0,4.0,Female,40.0,4.0,1.0,Research Scientist,3.0,Single,2506.0,Upto 5k,13301.0,3.0,Y,No,13.0,3.0,3.0,80.0,0.0,7.0,0.0,3.0,2.0,2.0,2.0,2.0
RM365,37.0,36-45,no,Travel_Rarely,921.0,Research & Development,10.0,3.0,Medical,1.0,486.0,3.0,Female,98.0,3.0,1.0,Laboratory Technician,1.0,Married,3452.0,Upto 5k,17663.0,6.0,Y,No,20.0,4.0,2.0,80.0,1.0,17.0,3.0,3.0,5.0,4.0,0.0,3.0
RM036,43.0,36-45,No,Travel_Rarely,1273.0,Research & Development,2.0,,Medical,,46.0,4.0,Female,72.0,4.0,1.0,Research Scientist,3.0,Divorced,2645.0,Upto 5k,21923.0,1.0,  Y ,  No ,12.0,3.0,4.0,80.0,2.0,6.0,3.0,2.0,5.0,3.0,1.0,4.0
RM1165,40.0,36-45,No,Travel_Rarely,448.0,Research & Development,16.0,3.0,Life Sciences,1.0,1641.0,3.0,Female,84.0,3.0,3.0,Manufacturing Director,4.0,Single,7945.0,5k-10k,19948.0,6.0,Y,  Yes ,15.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,4.0,2.0,3.0,3.0
  rm1359 ,31.0,26-35,,Travel_Rarely,1079.0,Sales,10.0,2.0,Medical,1.0,1912.0,,  Female ,86.0,,2.0,sales executive,4.0,Divorced,6583.0,5k-10k,20115.0,2.0,Y,Yes,11.0,3.0,4.0,80.0,1.0,8.0,2.0,3.0,5.0,,1.0,4.0
RM484,35.0,26-35,No,Travel_Rarely,538.0,,25.0,2.0,Other,1.0,652.0,1.0,Male,54.0,2.0,2.0,Laboratory Technician,4.0,Single,3681.0,Upto 5k,14004.0,4.0,Y,No,,3.0,4.0,80.0,0.0,9.0,3.0,3.0,3.0,,0.0,2.0
RM1312,18.0,18-25,No,Non-Travel,1431.0,research & development,14.0,3.0,Medical,1.0,1839.0,2.0,,33.0,3.0,1.0,Research Scientist,3.0,Single,1514.0,Upto 5k,8018.0,1.0,Y,No,16.0,3.0,3.0,80.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
RM222,33.0,26-35,no,Travel_Rarely,147.0,Research & Development,4.0,4.0,medical,1.0,305.0,3.0,Female,47.0,2.0,1.0,  Research Scientist ,2.0,  Married ,2622.0,Upto 5k,13248.0,6.0,Y,No,21.0,4.0,4.0,80.0,0.0,7.0,3.0,3.0,3.0,2.0,1.0,1.0
RM295,unknown,36-45,No,Travel_Frequently,889.0,Research & Development,9.0,3.0,Medical,1.0,403.0,2.0,Male,53.0,3.0,1.0,research scientist,4.0,  Married ,2326.0,Upto 5k,11411.0,1.0,Y,Yes,12.0,3.0,3.0,,,4.0,3.0,2.0,4.0,2.0,,2.0
rm1192,unknown,,  No ,nan,1112.0,Sales,5.0,4.0,Life Sciences,1.0,1673.0,1.0,,67.0,3.0,2.0,Sales Executive,4.0,Married,5476.0,5k-10k,22589.0,1.0,,No,11.0,3.0,,,2.0,10.0,2.0,3.0,10.0,0.0,0.0,2.0
RM487,37.0,36-45,No,Travel_Rarely,558.0,Sales,2.0,3.0,Marketing,1.0,656.0,4.0,Male,75.0,3.0,,Sales Executive,3.0,Married,9602.0,5k-10k,3010.0,4.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,17.0,3.0,2.0,3.0,0.0,1.0,0.0
rm874,36.0,36-45,No,travel_rarely,917.0,  Research & Development ,6.0,4.0,,unknown,1221.0,3.0,Male,60.0,1.0,1.0,Laboratory Technician,3.0,Divorced,2741.0,Upto 5k,6865.0,1.0,Y,no,14.0,3.0,3.0,80.0,1.0,7.0,4.0,3.0,7.0,7.0,1.0,7.0
RM017,32.0,26-35,No,Travel_Rarely,334.0,  Research & Development ,5.0,2.0,  Life Sciences ,,21.0,1.0,  Male ,,4.0,1.0,Research Scientist,2.0,Divorced,3298.0,Upto 5k,15053.0,0.0,Y,Yes,12.0,3.0,4.0,80.0,2.0,7.0,5.0,2.0,6.0,2.0,0.0,5.0
RM897,31.0,26-35,No,  Travel_Rarely ,1062.0,Research & Development,unknown,3.0,Medical,1.0,1252.0,3.0,female,96.0,2.0,2.0,healthcare representative,1.0,Single,6812.0,5k-10k,17198.0,1.0,  Y ,No,19.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,10.0,9.0,1.0,8.0
RM1186,43.0,36-45,No,Travel_Rarely,1291.0,Research & Development,15.0,2.0,Life Sciences,1.0,1666.0,3.0,Male,65.0,2.0,4.0,Research Director,3.0,Married,17603.0,15k+,3525.0,1.0,,No,24.0,4.0,1.0,80.0,1.0,14.0,3.0,3.0,14.0,10.0,6.0,11.0
rm423,19.0,  18-25 ,Yes,Travel_Rarely,489.0,Human Resources,2.0,2.0,Technical Degree,1.0,566.0,1.0,Male,52.0,2.0,1.0,Human Resources,4.0,Single,2564.0,Upto 5k,18437.0,1.0,Y,  No ,12.0,3.0,3.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0
rm624,30.0,  26-35 ,No,Travel_Frequently,1012.0,Research & Development,5.0,4.0,Life Sciences,1.0,861.0,2.0,Male,75.0,2.0,1.0,Research Scientist,4.0,Divorced,,Upto 5k,2373.0,9.0,Y,no,12.0,3.0,2.0,80.0,1.0,10.0,,2.0,5.0,4.0,0.0,3.0
RM1090,37.0,  36-45 ,No,Travel_Rarely,674.0,research & development,13.0,3.0,Medical,1.0,1543.0,1.0,male,47.0,3.0,2.0,Research Scientist,4.0,Married,4285.0,  Upto 5k ,3031.0,1.0,Y,  No ,17.0,3.0,1.0,80.0,0.0,10.0,2.0,3.0,10.0,,3.0,7.0
  RM216 ,41.0,36-45,No,Travel_Rarely,896.0,Sales,6.0,3.0,life sciences,1.0,298.0,4.0,female,75.0,,3.0,Manager,4.0,Single,13591.0,10k-15k,14674.0,3.0,Y,Yes,18.0,3.0,3.0,80.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0
,41.0,36-45,  nan ,Travel_Rarely,427.0,Human Resources,10.0,4.0,Human Resources,1.0,731.0,2.0,,73.0,2.0,5.0,Manager,4.0,  Divorced ,19141.0,  15k+ ,,3.0,Y,No,15.0,3.0,2.0,80.0,3.0,,2.0,2.0,21.0,6.0,12.0,6.0
rm440,31.0,26-35,Yes,Travel_Frequently,534.0,Research & Development,20.0,3.0,Life Sciences,1.0,587.0,1.0,male,66.0,3.0,3.0,Healthcare Representative,3.0,Married,9824.0,  5k-10k ,22908.0,3.0,Y,No,12.0,3.0,1.0,80.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0
RM1150,27.0,26-35,,Travel_Rarely,1302.0,  Research & Development ,19.0,3.0,Other,1.0,1619.0,4.0,Male,67.0,2.0,1.0,laboratory technician,1.0,Divorced,4066.0,Upto 5k,16290.0,1.0,Y,No,11.0,3.0,1.0,80.0,2.0,7.0,3.0,3.0,7.0,7.0,0.0,7.0
RM429,47.0,46-55,No,,983.0,Research & Development,2.0,2.0,,unknown,574.0,,Female,65.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5070.0,5k-10k,,5.0,Y,No,13.0,3.0,3.0,80.0,3.0,20.0,2.0,3.0,5.0,0.0,0.0,4.0
rm490,43.0,36-45,No,,782.0,Research & Development,6.0,4.0,Other,1.0,661.0,2.0,Male,50.0,2.0,4.0,Research Director,4.0,Divorced,16627.0,  15k+ ,2671.0,4.0,Y,Yes,14.0,3.0,3.0,,,21.0,3.0,2.0,1.0,0.0,0.0,0.0
rm759,59.0,55+,,Travel_Rarely,1089.0,Sales,1.0,2.0,  technical degree ,1.0,1048.0,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,  10k-15k ,11038.0,3.0,Y,,14.0,3.0,3.0,80.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0
rm917,46.0,46-55,No,Travel_Rarely,168.0,Sales,unknown,2.0,Marketing,1.0,1280.0,4.0,Female,33.0,2.0,5.0,Manager,2.0,Married,18789.0,15k+,9946.0,2.0,Y,No,14.0,3.0,3.0,80.0,1.0,26.0,2.0,3.0,11.0,4.0,0.0,8.0
RM1163,35.0,26-35,Yes,Travel_Rarely,737.0,Sales,10.0,3.0,Medical,1.0,1639.0,4.0,Male,,2.0,,Sales Executive,1.0,Married,10306.0,10k-15k,,9.0,Y,,17.0,3.0,3.0,80.0,0.0,15.0,3.0,3.0,13.0,12.0,6.0,0.0
  rm768 ,37.0,36-45,No,Travel_Rarely,,Research & Development,unknown,3.0,other,1.0,1062.0,4.0,Female,35.0,3.0,2.0,Healthcare Representative,2.0,single,,Upto 5k,13848.0,3.0,  Y ,no,15.0,,1.0,80.0,0.0,8.0,3.0,2.0,,3.0,0.0,1.0
RM783,30.0,26-35,  No ,Travel_Rarely,1176.0,Research & Development,20.0,3.0,Other,1.0,1084.0,3.0,Male,85.0,,2.0,Manufacturing Director,1.0,  married ,9957.0,5k-10k,9096.0,0.0,Y,No,15.0,3.0,3.0,80.0,1.0,7.0,1.0,2.0,6.0,2.0,0.0,2.0
RM1418,31.0,26-35,No,Travel_Rarely,1154.0,Sales,2.0,2.0,  Life Sciences ,1.0,1996.0,1.0,Male,54.0,3.0,1.0,Sales Representative,3.0,Married,3067.0,Upto 5k,,0.0,Y,  No ,19.0,3.0,3.0,80.0,1.0,3.0,,3.0,2.0,2.0,1.0,2.0
RM1028,34.0,26-35,No,Travel_Rarely,401.0,Research & Development,1.0,3.0,Life Sciences,1.0,1447.0,4.0,Female,86.0,2.0,1.0,laboratory technician,2.0,Married,3294.0,Upto 5k,3708.0,5.0,Y,no,17.0,3.0,1.0,80.0,1.0,7.0,2.0,2.0,5.0,4.0,0.0,2.0
RM1270,43.0,36-45,No,  travel_rarely ,244.0,Human Resources,2.0,3.0,,1.0,1778.0,2.0,Male,97.0,3.0,1.0,Human Resources,4.0,Single,3539.0,Upto 5k,5033.0,0.0,Y,No,13.0,3.0,2.0,80.0,0.0,10.0,5.0,3.0,9.0,7.0,1.0,8.0
RM043,26.0,26-35,,Travel_Rarely,1357.0,Research & Development,25.0,3.0,Life Sciences,1.0,55.0,1.0,Male,,1.0,,Laboratory Technician,3.0,,2293.0,Upto 5k,10558.0,1.0,  Y ,  No ,12.0,3.0,3.0,80.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,
RM1415,47.0,46-55,no,Travel_Rarely,1180.0,Research & Development,25.0,3.0,Medical,1.0,1993.0,1.0,  Male ,84.0,3.0,3.0,Healthcare Representative,3.0,single,8633.0,5k-10k,13084.0,2.0,Y,No,23.0,4.0,2.0,80.0,0.0,25.0,3.0,3.0,17.0,14.0,12.0,11.0
  RM1101 ,35.0,26-35,  No ,Travel_Rarely,1402.0,Sales,28.0,4.0,Life Sciences,unknown,1554.0,2.0,Female,98.0,2.0,1.0,Sales Representative,3.0,Married,2430.0,Upto 5k,26204.0,0.0,Y,No,23.0,,1.0,80.0,2.0,6.0,5.0,3.0,5.0,3.0,4.0,2.0
RM447,41.0,36-45,No,non-travel,267.0,Sales,10.0,2.0,Life Sciences,1.0,599.0,4.0,Male,56.0,3.0,2.0,Sales Executive,4.0,Single,6230.0,5k-10k,13430.0,7.0,Y,No,14.0,3.0,4.0,80.0,0.0,16.0,3.0,3.0,14.0,3.0,1.0,10.0
RM1231,24.0,18-25,No,travel_rarely,506.0,Research & Development,29.0,1.0,Medical,1.0,1725.0,2.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,Divorced,3907.0,Upto 5k,3622.0,1.0,Y,No,13.0,3.0,2.0,80.0,3.0,6.0,,4.0,6.0,2.0,1.0,2.0
RM1043,44.0,36-45,No,Non-Travel,981.0,Research & Development,5.0,3.0,Life Sciences,1.0,1471.0,3.0,Male,90.0,2.0,1.0,Laboratory Technician,3.0,Single,3162.0,Upto 5k,7973.0,3.0,Y,No,14.0,3.0,4.0,80.0,0.0,7.0,,3.0,5.0,2.0,,3.0
RM638,32.0,26-35,No,Non-Travel,300.0,Research & Development,,3.0,Life Sciences,1.0,882.0,4.0,Male,61.0,3.0,1.0,,4.0,divorced,2314.0,Upto 5k,9148.0,0.0,Y,No,12.0,3.0,2.0,80.0,1.0,4.0,,3.0,3.0,0.0,0.0,2.0
RM1327,32.0,26-35,Yes,Travel_Rarely,414.0,,unknown,4.0,Marketing,1.0,1862.0,3.0,Male,82.0,2.0,2.0,Sales Executive,2.0,  Single ,9907.0,5k-10k,26186.0,7.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,,3.0,,2.0,2.0,2.0,2.0
RM1451,35.0,26-35,No,travel_rarely,1146.0,Human Resources,26.0,4.0,Life Sciences,unknown,2040.0,3.0,Female,31.0,3.0,3.0,Human Resources,4.0,Single,8837.0,5k-10k,16642.0,1.0,Y,yes,16.0,3.0,3.0,80.0,0.0,9.0,2.0,3.0,9.0,0.0,1.0,7.0
RM1029,41.0,36-45,no,  Travel_Rarely ,1283.0,Research & Development,5.0,unknown,Medical,unknown,1448.0,2.0,Male,90.0,4.0,1.0,Research Scientist,,Married,2127.0,Upto 5k,5561.0,,Y,Yes,12.0,3.0,1.0,80.0,0.0,,5.0,,,2.0,0.0,3.0
RM585,42.0,36-45,No,travel_frequently,570.0,  Research & Development ,8.0,3.0,Life Sciences,1.0,809.0,2.0,  Male ,66.0,3.0,5.0,Manager,4.0,Divorced,18430.0,15k+,16225.0,1.0,Y,  No ,13.0,3.0,2.0,80.0,1.0,24.0,4.0,2.0,24.0,7.0,14.0,9.0
RM714,45.0,36-45,No,Travel_Rarely,974.0,  Research & Development ,1.0,4.0,  Medical ,1.0,996.0,4.0,Female,91.0,3.0,1.0,Laboratory Technician,4.0,  Divorced ,2270.0,Upto 5k,11005.0,3.0,  y ,  No ,14.0,3.0,4.0,80.0,2.0,8.0,2.0,3.0,5.0,3.0,0.0,2.0
RM1064,29.0,26-35,,  Travel_Rarely ,1246.0,sales,19.0,,  Life Sciences ,1.0,1497.0,3.0,male,77.0,2.0,2.0,Sales Executive,3.0,Divorced,8620.0,,23757.0,1.0,  Y ,No,14.0,3.0,3.0,80.0,2.0,10.0,3.0,3.0,10.0,7.0,,4.0
RM789,28.0,26-35,No,Travel_Rarely,857.0,  Research & Development ,10.0,3.0,Other,1.0,1097.0,3.0,  Female ,59.0,3.0,2.0,Research Scientist,3.0,,3660.0,Upto 5k,7909.0,3.0,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0
rm314,33.0,26-35,No,Travel_Frequently,553.0,research & development,5.0,4.0,  Life Sciences ,1.0,428.0,4.0,Female,74.0,3.0,3.0,Manager,2.0,  Married ,11878.0,10k-15k,,6.0,Y,No,11.0,3.0,2.0,80.0,2.0,12.0,2.0,3.0,10.0,6.0,8.0,8.0
  RM1272 ,21.0,18-25,Yes,,337.0,  Sales ,unknown,1.0,  Marketing ,1.0,1780.0,2.0,Male,31.0,3.0,1.0,Sales Representative,2.0,Single,2679.0,Upto 5k,4567.0,1.0,Y,No,13.0,3.0,2.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0
RM406,25.0,  18-25 ,Yes,  travel_rarely ,688.0,Research & Development,3.0,3.0,Medical,1.0,538.0,1.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,  Married ,4031.0,Upto 5k,9396.0,5.0,  Y ,No,,3.0,3.0,80.0,1.0,6.0,5.0,,2.0,2.0,0.0,
RM245,45.0,36-45,No,travel_rarely,252.0,Research & Development,1.0,3.0,Other,1.0,336.0,3.0,  Male ,70.0,4.0,5.0,Manager,4.0,married,19202.0,15k+,15970.0,0.0,Y,No,11.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,24.0,0.0,1.0,7.0
RM278,38.0,36-45,No,Travel_Rarely,322.0,Sales,7.0,2.0,Medical,1.0,382.0,1.0,Female,44.0,4.0,2.0,,1.0,,5605.0,  5k-10k ,19191.0,1.0,Y,Yes,24.0,4.0,3.0,80.0,1.0,8.0,3.0,3.0,8.0,0.0,7.0,7.0
RM137,51.0,46-55,yes,Travel_Frequently,1150.0,Research & Development,8.0,4.0,Life Sciences,1.0,179.0,1.0,Male,53.0,1.0,3.0,  nan ,4.0,Single,10650.0,10k-15k,25150.0,2.0,Y,No,15.0,,4.0,80.0,0.0,18.0,2.0,3.0,4.0,2.0,0.0,3.0
RM020,38.0,36-45,No,Travel_Rarely,,Research & Development,2.0,3.0,Life Sciences,1.0,24.0,4.0,male,45.0,3.0,1.0,Research Scientist,4.0,Single,,Upto 5k,4306.0,5.0,Y,Yes,11.0,3.0,3.0,80.0,,6.0,3.0,3.0,3.0,2.0,1.0,2.0
RM307,32.0,  26-35 ,No,  nan ,906.0,Sales,7.0,3.0,  life sciences ,1.0,420.0,4.0,nan,91.0,2.0,2.0,Sales Executive,3.0,Married,5484.0,5k-10k,16985.0,1.0,Y,no,14.0,,3.0,80.0,1.0,13.0,3.0,2.0,13.0,,4.0,8.0
RM880,60.0,55+,No,Travel_Rarely,696.0,Sales,7.0,4.0,Marketing,1.0,1233.0,2.0,Male,52.0,4.0,2.0,Sales Executive,4.0,  Divorced ,5220.0,5k-10k,10893.0,,,Yes,18.0,3.0,,80.0,1.0,12.0,3.0,3.0,11.0,7.0,1.0,9.0
RM973,unknown,18-25,No,Non-Travel,1124.0,Research & Development,1.0,3.0,Life Sciences,,1368.0,4.0,  nan ,97.0,3.0,1.0,Laboratory Technician,4.0,Single,1611.0,Upto 5k,19305.0,1.0,Y,No,15.0,3.0,3.0,80.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,
RM1109,35.0,26-35,No,Travel_Rarely,992.0,Research & Development,1.0,3.0,  medical ,1.0,1564.0,4.0,Male,68.0,2.0,1.0,Laboratory Technician,1.0,Single,2450.0,Upto 5k,21731.0,1.0,Y,  No ,19.0,3.0,2.0,80.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0
RM653,37.0,36-45,No,Non-Travel,1252.0,Sales,19.0,2.0,Medical,,904.0,,male,32.0,3.0,,Sales Executive,2.0,Single,7642.0,5k-10k,4814.0,1.0,Y,Yes,13.0,,4.0,,0.0,10.0,2.0,3.0,10.0,0.0,0.0,9.0
RM656,33.0,26-35,No,Travel_Rarely,unknown,  Human Resources ,3.0,2.0,  Human Resources ,1.0,910.0,,Male,57.0,3.0,1.0,human resources,2.0,Divorced,2277.0,upto 5k,22650.0,3.0,Y,Yes,,3.0,3.0,80.0,1.0,7.0,4.0,4.0,4.0,3.0,,3.0
  RM1018 ,27.0,26-35,  No ,Travel_Rarely,1377.0,research & development,11.0,1.0,Life Sciences,1.0,1434.0,2.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,married,2099.0,Upto 5k,7679.0,0.0,Y,No,14.0,3.0,2.0,80.0,,6.0,3.0,4.0,5.0,0.0,1.0,4.0
RM1089,42.0,36-45,No,Travel_Rarely,1210.0,Research & Development,2.0,unknown,medical,1.0,1542.0,3.0,Male,68.0,2.0,1.0,Laboratory Technician,2.0,Married,4841.0,Upto 5k,24052.0,,Y,No,14.0,3.0,2.0,80.0,,4.0,3.0,3.0,1.0,0.0,0.0,0.0
RM274,37.0,  36-45 ,No,Travel_Rarely,228.0,Sales,6.0,4.0,Medical,1.0,,3.0,  Male ,98.0,,2.0,Sales Executive,4.0,Married,6502.0,  5k-10k ,22825.0,4.0,Y,No,14.0,3.0,2.0,80.0,1.0,7.0,5.0,4.0,5.0,4.0,0.0,1.0
RM465,37.0,36-45,No,Travel_Rarely,799.0,Research & Development,1.0,3.0,Technical Degree,1.0,623.0,2.0,Female,59.0,3.0,3.0,Manufacturing Director,4.0,Single,7491.0,  5k-10k ,23848.0,,Y,No,17.0,3.0,4.0,80.0,0.0,12.0,3.0,4.0,6.0,5.0,1.0,2.0
RM1203,38.0,36-45,No,travel_rarely,1495.0,Research & Development,4.0,2.0,Medical,1.0,1687.0,4.0,Female,87.0,3.0,1.0,Laboratory Technician,3.0,Married,3306.0,Upto 5k,26176.0,7.0,Y,No,19.0,3.0,4.0,80.0,1.0,7.0,5.0,2.0,,0.0,,0.0
RM1238,32.0,26-35,Yes,  Travel_Rarely ,964.0,Sales,1.0,,Life Sciences,1.0,1734.0,1.0,Male,34.0,1.0,2.0,sales executive,2.0,Single,6735.0,5k-10k,12147.0,6.0,Y,No,15.0,3.0,2.0,80.0,,10.0,2.0,3.0,0.0,0.0,0.0,0.0
RM1459,35.0,26-35,  No ,Travel_Rarely,,research & development,1.0,4.0,Life Sciences,1.0,2052.0,3.0,Female,62.0,1.0,1.0,Research Scientist,4.0,Married,2977.0,Upto 5k,8952.0,1.0,Y,No,12.0,,4.0,80.0,1.0,4.0,5.0,3.0,,3.0,1.0,1.0
RM1321,42.0,36-45,No,non-travel,355.0,Research & Development,10.0,4.0,Technical Degree,1.0,1854.0,3.0,Male,38.0,3.0,1.0,Research Scientist,3.0,Married,2936.0,Upto 5k,6161.0,3.0,Y,No,22.0,4.0,2.0,80.0,2.0,10.0,1.0,2.0,6.0,3.0,3.0,3.0
RM1403,31.0,26-35,No,Travel_Rarely,1276.0,research & development,2.0,1.0,Medical,1.0,1974.0,4.0,Female,59.0,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,Upto 5k,17536.0,1.0,Y,Yes,11.0,,3.0,80.0,3.0,1.0,4.0,3.0,1.0,0.0,,0.0
RM448,35.0,26-35,No,Travel_Rarely,619.0,Sales,1.0,3.0,Marketing,1.0,600.0,2.0,Male,85.0,3.0,2.0,sales executive,3.0,Married,4717.0,Upto 5k,18659.0,9.0,Y,  No ,11.0,3.0,3.0,80.0,0.0,,2.0,3.0,11.0,9.0,6.0,9.0
rm761,53.0,46-55,No,Travel_Frequently,124.0,Sales,2.0,3.0,  Marketing ,1.0,1050.0,3.0,Female,,2.0,3.0,sales executive,2.0,Married,7525.0,5k-10k,23537.0,2.0,Y,No,12.0,3.0,1.0,80.0,1.0,30.0,2.0,3.0,15.0,7.0,6.0,12.0
rm092,51.0,46-55,No,Travel_Rarely,632.0,  Sales ,21.0,4.0,Marketing,1.0,120.0,3.0,Male,,3.0,2.0,Sales Executive,4.0,Single,5441.0,5k-10k,8423.0,0.0,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0
RM696,,36-45,Yes,Travel_Rarely,625.0,Sales,1.0,4.0,Life Sciences,1.0,970.0,1.0,Male,46.0,2.0,3.0,  Sales Executive ,3.0,Married,10609.0,10k-15k,14922.0,5.0,Y,No,11.0,3.0,3.0,80.0,0.0,17.0,2.0,1.0,14.0,1.0,11.0,7.0
RM1448,36.0,36-45,,Non-Travel,301.0,  Sales ,15.0,4.0,Marketing,1.0,2036.0,4.0,  Male ,88.0,,2.0,Sales Executive,4.0,Divorced,5406.0,5k-10k,10436.0,1.0,Y,No,24.0,4.0,1.0,80.0,1.0,15.0,4.0,2.0,15.0,12.0,11.0,11.0
